task_id,name,flag,activity,phases,substrates,module_count
TSK_DRRP_THRESHOLD_PROTECT,Threshold Protection,ACTIVITY_UNMATCHED,,setup,ext_door,1
TSK_DRRP_TOUCHUP,Touch-Up Defects,ACTIVITY_UNMATCHED,,cleanup,ext_door,1
TSK_DRRP_WASH_CLEAN,Wash/Clean Surface,ACTIVITY_UNMATCHED,,prep,door,1
TSK_DRRP_WASTE_DISPOSAL,Waste Disposal & Site Cleanup,ACTIVITY_UNMATCHED,,cleanup,ext_door,1
TSK_DRRP_WEATHERSTRIP_PROTECT,Weatherstrip Protection,ACTIVITY_UNMATCHED,,setup,ext_door,1
TSK_DRRP_WEATHERSTRIP_REINSTALL,Weatherstrip Reinstall,ACTIVITY_UNMATCHED,,cleanup,ext_door,1
TSK_DSST_CLEAR_BRUSH,Clear Brush,ACTIVITY_UNMATCHED,,finish,int_door_slab,1
TSK_DSST_CLEAR_SPRAY,Clear Spray,ACTIVITY_UNMATCHED,,finish,int_door_slab,1
TSK_DSST_CONDITIONER,Wood Conditioner,ACTIVITY_UNMATCHED,,prep,int_door_slab,1
TSK_DSST_EQUIP_CLEAN,Clean Equipment,ACTIVITY_UNMATCHED,,cleanup,int_door_slab,1
TSK_DSST_FILL,Fill Defects,ACTIVITY_UNMATCHED,,prep,int_door_slab,1
TSK_DSST_GRAIN_RAISE,Grain Raise,ACTIVITY_UNMATCHED,,prep,int_door_slab,1
TSK_DSST_SAND_120,Sand 120 Grit,ACTIVITY_UNMATCHED,,prep,int_door_slab,1
TSK_DSST_SAND_150,Sand 150 Grit,ACTIVITY_UNMATCHED,,prep,int_door_slab,1
TSK_DSST_SAND_CLEAR,Sand Between Clear (320-400),ACTIVITY_UNMATCHED,,finish,int_door_slab,1
TSK_DSST_SAND_CLEAR,Sand Between Clear (320-400),"PHASE_DOCTRINE_HINT(name->prep|interstage, derived->finish)",,finish,int_door_slab,1
TSK_DSST_SAND_SEALER,Sand Between Sealer (220-320),ACTIVITY_UNMATCHED,,finish,int_door_slab,1
TSK_DSST_SAND_SEALER,Sand Between Sealer (220-320),"PHASE_DOCTRINE_HINT(name->prep|interstage, derived->finish)",,finish,int_door_slab,1
TSK_DSST_SEALER_BRUSH,Sealer Brush,ACTIVITY_UNMATCHED,,finish,int_door_slab,1
TSK_DSST_SEALER_SPRAY,Sealer Spray,ACTIVITY_UNMATCHED,,finish,int_door_slab,1
TSK_DSST_STAIN_BRUSH,Stain Brush+Wipe,ACTIVITY_UNMATCHED,,apply,int_door_slab,1
TSK_DSST_STAIN_ROLL,Stain Roll+Wipe,ACTIVITY_UNMATCHED,,apply,int_door_slab,1
TSK_DSST_STAIN_SPRAY,Stain Spray+Wipe,ACTIVITY_UNMATCHED,,apply,int_door_slab,1
TSK_DSST_TACK,Tack Clean,ACTIVITY_UNMATCHED,,prep,int_door_slab,1
TSK_DSST_TOUCHUP,Touch-Up,ACTIVITY_UNMATCHED,,cleanup,int_door_slab,1
TSK_DSST_WIPE_COND,Wipe Conditioner,ACTIVITY_UNMATCHED,,prep,int_door_slab,1
TSK_DUST_WIPE_INTERSTAGE_LF,Clean Interstage Dust (LF),ORPHAN,Dust Wipe,,,0
TSK_DUST_WIPE_LF,Dust Wipe (LF),MULTI_PHASE,Dust Wipe,interstage;prep,baseboard;chair_rail;crown;door_casing;door_frame;int_baseboard;int_chair_rail;int_crown;int_door_casing;int_door_frame;int_panel_mold;int_picture_rail;int_shadow_box;int_shoe_mold;int_window_apron;int_window_casing;int_window_jamb;int_window_stool;panel_mold;picture_rail;shadow_box;shoe_mold;window_apron;window_casing;window_jamb;window_stool,52
TSK_DUST_WIPE_LF,Dust Wipe (LF),MULTI_SUBSTRATE,Dust Wipe,interstage;prep,baseboard;chair_rail;crown;door_casing;door_frame;int_baseboard;int_chair_rail;int_crown;int_door_casing;int_door_frame;int_panel_mold;int_picture_rail;int_shadow_box;int_shoe_mold;int_window_apron;int_window_casing;int_window_jamb;int_window_stool;panel_mold;picture_rail;shadow_box;shoe_mold;window_apron;window_casing;window_jamb;window_stool,52
TSK_DUST_WIPE_LF,Dust Wipe (LF),PI_INT_PREFIX_DUPE,Dust Wipe,interstage;prep,baseboard;chair_rail;crown;door_casing;door_frame;int_baseboard;int_chair_rail;int_crown;int_door_casing;int_door_frame;int_panel_mold;int_picture_rail;int_shadow_box;int_shoe_mold;int_window_apron;int_window_casing;int_window_jamb;int_window_stool;panel_mold;picture_rail;shadow_box;shoe_mold;window_apron;window_casing;window_jamb;window_stool,52
TSK_DUST_WIPE_SF,Dust Wipe (SF),MULTI_PHASE,Dust Wipe,interstage;prep,int_wainscot;int_wood_ceiling;int_wood_wall;wainscot;wood_ceiling;wood_wall,6
TSK_DUST_WIPE_SF,Dust Wipe (SF),MULTI_SUBSTRATE,Dust Wipe,interstage;prep,int_wainscot;int_wood_ceiling;int_wood_wall;wainscot;wood_ceiling;wood_wall,6
TSK_DUST_WIPE_SF,Dust Wipe (SF),PI_INT_PREFIX_DUPE,Dust Wipe,interstage;prep,int_wainscot;int_wood_ceiling;int_wood_wall;wainscot;wood_ceiling;wood_wall,6
TSK_DWRP_ADHESION,Adhesion Test,ACTIVITY_UNMATCHED,,prep,int_drywall_wall,1
TSK_DWRP_ASSESS,Condition Assessment,ACTIVITY_UNMATCHED,,prep,int_drywall_wall,1
TSK_DWRP_ASSESS_ADHESION,Adhesion Test (ASTM D3359),ACTIVITY_UNMATCHED,,setup,drywall_wall,1
TSK_DWRP_ASSESS_COATING_ID,Coating Identification — Latex vs Oil,ACTIVITY_UNMATCHED,,setup,drywall_wall,1
TSK_DWRP_ASSESS_CONDITION,Visual Condition Scan,ACTIVITY_UNMATCHED,,setup,drywall_wall,1
TSK_DWRP_COATING_ID,Coating ID,ACTIVITY_UNMATCHED,,prep,int_drywall_wall,1
TSK_DWRP_DUST,Dust Cleanup,ACTIVITY_UNMATCHED,,prep,int_drywall_wall,1
TSK_DWRP_DUST_CLEANUP,Prep Dust Cleanup,ACTIVITY_UNMATCHED,,prep,drywall_wall,1
TSK_DWRP_EQUIP_CLEAN,Clean Equipment,ACTIVITY_UNMATCHED,,cleanup,int_drywall_wall,1
TSK_DWRP_FILL,Fill/Spackle,ACTIVITY_UNMATCHED,,prep,int_drywall_wall,1
TSK_DWRP_FILL_PATCH,Fill/Patch Damaged Areas,ACTIVITY_UNMATCHED,,prep,drywall_wall,1
TSK_DWRP_FINAL_INSPECT,Final Inspection,PI_INT_PREFIX_DUPE,Final Inspect,cleanup,drywall_wall;int_drywall_wall,2
TSK_DWRP_FINAL_TOUCHUP,Final Touch-Up,ACTIVITY_UNMATCHED,,cleanup,drywall_wall;int_drywall_wall,2
TSK_DWRP_FINAL_TOUCHUP,Final Touch-Up,PI_INT_PREFIX_DUPE,,cleanup,drywall_wall;int_drywall_wall,2
TSK_DWRP_FINISH_BRUSH,Finish 1 - Brush,ACTIVITY_UNMATCHED,,finish,int_drywall_wall,1
TSK_DWRP_FINISH_BRUSH_C2,Finish 2 - Brush,ACTIVITY_UNMATCHED,,finish,int_drywall_wall,1
TSK_DWRP_FINISH_ROLL,Finish 1 - Roll,ACTIVITY_UNMATCHED,,finish,int_drywall_wall,1
TSK_DWRP_FINISH_ROLL_C1,Roll Finish Coat 1,ACTIVITY_UNMATCHED,,apply,drywall_wall,1
TSK_DWRP_FINISH_ROLL_C2,Finish 2 - Roll,ACTIVITY_UNMATCHED,,apply;finish,drywall_wall;int_drywall_wall,2
TSK_DWRP_FINISH_ROLL_C2,Finish 2 - Roll,MULTI_PHASE,,apply;finish,drywall_wall;int_drywall_wall,2
TSK_DWRP_FINISH_ROLL_C2,Finish 2 - Roll,PI_INT_PREFIX_DUPE,,apply;finish,drywall_wall;int_drywall_wall,2
TSK_DWRP_FINISH_SPRAY,Finish 1 - Spray,ACTIVITY_UNMATCHED,,finish,int_drywall_wall,1
TSK_DWRP_FINISH_SPRAY_C1,Spray Finish Coat 1,ACTIVITY_UNMATCHED,,apply,drywall_wall,1
TSK_DWRP_FINISH_SPRAY_C2,Finish 2 - Spray,ACTIVITY_UNMATCHED,,apply;finish,drywall_wall;int_drywall_wall,2
TSK_DWRP_FINISH_SPRAY_C2,Finish 2 - Spray,MULTI_PHASE,,apply;finish,drywall_wall;int_drywall_wall,2
TSK_DWRP_FINISH_SPRAY_C2,Finish 2 - Spray,PI_INT_PREFIX_DUPE,,apply;finish,drywall_wall;int_drywall_wall,2
TSK_DWRP_INSPECT,Interstage Inspection,ACTIVITY_UNMATCHED,,interstage,int_drywall_wall,1
TSK_DWRP_INTERSTAGE_INSPECT,Interstage Inspection,ACTIVITY_UNMATCHED,,interstage,drywall_wall,1
TSK_DWRP_INTERSTAGE_TOUCHUP,Interstage Touch-Up,ACTIVITY_UNMATCHED,,interstage,drywall_wall,1
TSK_DWRP_INTER_TOUCHUP,Interstage Touch-Up,ACTIVITY_UNMATCHED,,interstage,int_drywall_wall,1
TSK_DWRP_PROTECT_TEARDOWN,Protection Material Removal,ACTIVITY_UNMATCHED,,cleanup,drywall_wall,1
TSK_DWRP_SAND,Sand/Scuff,ACTIVITY_UNMATCHED,,prep,int_drywall_wall,1
TSK_DWRP_SAND_SCUFF,Sand/Scuff Sound Paint for Adhesion,ACTIVITY_UNMATCHED,,prep,drywall_wall,1
TSK_DWRP_SCRAPE,Scrape Failing Paint,ACTIVITY_UNMATCHED,,prep,int_drywall_wall,1
TSK_DWRP_SCRAPE_FAILING,Scrape Loose & Failing Paint,ACTIVITY_UNMATCHED,,prep,drywall_wall,1
TSK_DWRP_SITE_CLEANUP,Site Cleanup,ACTIVITY_UNMATCHED,,cleanup,drywall_wall,1
TSK_DWRP_WASH,Wash/Clean,ACTIVITY_UNMATCHED,,prep,int_drywall_wall,1
TSK_DWRP_WASH_CLEAN,Wash/Clean Surface,ACTIVITY_UNMATCHED,,prep,drywall_wall,1
TSK_ENSD_DUST_CLEANUP,Prep Dust Cleanup,ACTIVITY_UNMATCHED,,prep,ext_eng_siding,1
TSK_ENSD_EQUIPMENT_SETUP_BRUSH,Brush/Roll Equipment Setup,ACTIVITY_UNMATCHED,,setup,ext_eng_siding,1
TSK_ENSD_EQUIPMENT_SETUP_SPRAY,Spray Equipment Setup,ACTIVITY_UNMATCHED,,setup,ext_eng_siding,1
TSK_ENSD_FINAL_TOUCHUP,Final Touch-Up,ACTIVITY_UNMATCHED,,cleanup,ext_eng_siding,1
TSK_ENSD_FINISH_BACKROLL,Finish Coat 1 — Backroll,ACTIVITY_UNMATCHED,,finish,ext_eng_siding,1
TSK_ENSD_FINISH_BACKROLL_COAT2,Finish Coat 2 — Backroll,ACTIVITY_UNMATCHED,,finish,ext_eng_siding,1
TSK_ENSD_FINISH_BRUSH_ROLL,Finish Coat 1 — Brush/Roll,ACTIVITY_UNMATCHED,,finish,ext_eng_siding,1
TSK_ENSD_FINISH_BRUSH_ROLL_COAT2,Finish Coat 2 — Brush/Roll,ACTIVITY_UNMATCHED,,finish,ext_eng_siding,1
TSK_ENSD_FINISH_SPRAY,Finish Coat 1 — Spray,ACTIVITY_UNMATCHED,,finish,ext_eng_siding,1
TSK_ENSD_FINISH_SPRAY_COAT2,Finish Coat 2 — Spray,ACTIVITY_UNMATCHED,,finish,ext_eng_siding,1
TSK_ENSD_FIXTURE_MASK,Fixture and Utility Masking,ACTIVITY_UNMATCHED,,setup,ext_eng_siding,1
TSK_ENSD_HARDSCAPE_PROTECT,Hardscape Protection Setup,ACTIVITY_UNMATCHED,,setup,ext_eng_siding,1
TSK_ENSD_INSPECT,Interstage Inspection,ACTIVITY_UNMATCHED,,interstage,ext_eng_siding,1
TSK_ENSD_LANDSCAPE_PROTECT,Landscape Protection Setup,ACTIVITY_UNMATCHED,,setup,ext_eng_siding,1
TSK_ENSD_MOISTURE_CHECK,Moisture Content Verification,ACTIVITY_UNMATCHED,,prep,ext_eng_siding,1
TSK_ENSD_PRIME_BACKROLL,Prime Coat — Backroll,ACTIVITY_UNMATCHED,,prime,ext_eng_siding,1
TSK_ENSD_PROTECT_TEARDOWN,Protection Material Removal,ACTIVITY_UNMATCHED,,cleanup,ext_eng_siding,1
TSK_ENSD_SCUFF_SAND,Scuff Sand for Adhesion,ACTIVITY_UNMATCHED,,prep,ext_eng_siding,1
TSK_ENSD_SITE_CLEANUP,Site Debris Cleanup,ACTIVITY_UNMATCHED,,cleanup,ext_eng_siding,1
TSK_ENSD_TOUCHUP,Interstage Touch-Up,ACTIVITY_UNMATCHED,,interstage,ext_eng_siding,1
TSK_ENSD_WASH,Low-Pressure Wash,ACTIVITY_UNMATCHED,,prep,ext_eng_siding,1
TSK_EWRP_CAULK_REPAIR,Caulk Replacement at Siding-to-Trim Joints,ACTIVITY_UNMATCHED,,prep,ext_eng_siding,1
TSK_EWRP_COATING_ID,Existing Coating Identification,ACTIVITY_UNMATCHED,,prep,ext_eng_siding,1
TSK_EWRP_CONDITION_ASSESS,Condition Assessment — DSD Rating & Adhesion,ACTIVITY_UNMATCHED,,prep,ext_eng_siding,1
TSK_EWRP_CUSTOMER_WALKTHROUGH,Customer Walkthrough,ACTIVITY_UNMATCHED,,cleanup,ext_eng_siding,1
TSK_EWRP_DEGLOSS_SCUFF,Degloss/Scuff Existing Paint,ACTIVITY_UNMATCHED,,prep,ext_eng_siding,1
TSK_EWRP_DUST_CLEANUP,Prep Dust Cleanup,ACTIVITY_UNMATCHED,,prep,ext_eng_siding,1
TSK_EWRP_EQUIPMENT_SETUP_BRUSH,Brush/Roll Equipment Setup,ACTIVITY_UNMATCHED,,setup,ext_eng_siding,1
TSK_EWRP_EQUIPMENT_SETUP_SPRAY,Spray Equipment Setup,ACTIVITY_UNMATCHED,,setup,ext_eng_siding,1
TSK_EWRP_FINAL_TOUCHUP,Final Touch-Up,ACTIVITY_UNMATCHED,,cleanup,ext_eng_siding,1
TSK_EWRP_FINISH_BACKROLL,Finish Coat 1 — Backroll,ACTIVITY_UNMATCHED,,finish,ext_eng_siding,1
TSK_EWRP_FINISH_BACKROLL_COAT2,Finish Coat 2 — Backroll,ACTIVITY_UNMATCHED,,finish,ext_eng_siding,1
TSK_EWRP_FINISH_BRUSH_ROLL,Finish Coat 1 — Brush/Roll,ACTIVITY_UNMATCHED,,finish,ext_eng_siding,1
TSK_EWRP_FINISH_BRUSH_ROLL_COAT2,Finish Coat 2 — Brush/Roll,ACTIVITY_UNMATCHED,,finish,ext_eng_siding,1
TSK_EWRP_FINISH_SPRAY,Finish Coat 1 — Spray,ACTIVITY_UNMATCHED,,finish,ext_eng_siding,1
TSK_EWRP_FINISH_SPRAY_COAT2,Finish Coat 2 — Spray,ACTIVITY_UNMATCHED,,finish,ext_eng_siding,1
TSK_EWRP_FIXTURE_MASK,Fixture and Utility Masking,ACTIVITY_UNMATCHED,,setup,ext_eng_siding,1
TSK_EWRP_HARDSCAPE_PROTECT,Hardscape Protection,ACTIVITY_UNMATCHED,,setup,ext_eng_siding,1
TSK_EWRP_INSPECT,Interstage Inspection,ACTIVITY_UNMATCHED,,interstage,ext_eng_siding,1
TSK_EWRP_LANDSCAPE_PROTECT,Landscape Perimeter Protection,ACTIVITY_UNMATCHED,,setup,ext_eng_siding,1
TSK_EWRP_LEAD_EVALUATE,Lead Paint Evaluation (Pre-1978),ACTIVITY_UNMATCHED,,prep,ext_eng_siding,1
TSK_EWRP_MC_TEST,Moisture Content Testing,ACTIVITY_UNMATCHED,,prep,ext_eng_siding,1
TSK_EWRP_MOISTURE_CHECK,Moisture Content Verification,ACTIVITY_UNMATCHED,,prep,ext_eng_siding,1
TSK_EWRP_PRIME_BACKROLL,State-Driven Primer — Backroll,ACTIVITY_UNMATCHED,,prime,ext_eng_siding,1
TSK_EWRP_PRIME_BONDING_SPOT,Spot Bonding Primer on Exposed ExpertFinish Areas,ACTIVITY_UNMATCHED,,prime,ext_eng_siding,1
TSK_EWRP_PROTECT_TEARDOWN,Protection Material Removal,ACTIVITY_UNMATCHED,,cleanup,ext_eng_siding,1
TSK_EWRP_RRP_CONTAINMENT_SETUP,RRP Exterior Containment Setup,NO_SUBSTRATE,,prep,,1
TSK_EWRP_RRP_CONTAINMENT_SETUP,RRP Exterior Containment Setup,ACTIVITY_UNMATCHED,,prep,,1
TSK_EWRP_RRP_CONTAINMENT_TEARDOWN,RRP Exterior Containment Teardown,NO_SUBSTRATE,,prep,,1
TSK_EWRP_RRP_CONTAINMENT_TEARDOWN,RRP Exterior Containment Teardown,ACTIVITY_UNMATCHED,,prep,,1
TSK_EWRP_RRP_HEPA_VACUUM,HEPA Vacuum After Paint Disturbance,NO_SUBSTRATE,Vacuum Dust,prep,,1
TSK_EWRP_RRP_LEAD_SCREEN,Lead Screening Test (XRF or Swab),NO_SUBSTRATE,,prep,,1
TSK_EWRP_RRP_LEAD_SCREEN,Lead Screening Test (XRF or Swab),ACTIVITY_UNMATCHED,,prep,,1
TSK_EWRP_RRP_WET_SCRAPE,RRP Wet Scraping Method,NO_SUBSTRATE,,prep,,1
TSK_EWRP_RRP_WET_SCRAPE,RRP Wet Scraping Method,ACTIVITY_UNMATCHED,,prep,,1
TSK_EWRP_SCRAPE_FEATHER,Scrape and Feather Failing/Peeling Paint,ACTIVITY_UNMATCHED,,prep,ext_eng_siding,1
TSK_EWRP_SITE_CLEANUP,Site Debris Cleanup,ACTIVITY_UNMATCHED,,cleanup,ext_eng_siding,1
TSK_EWRP_TOUCHUP,Interstage Touch-Up,ACTIVITY_UNMATCHED,,interstage,ext_eng_siding,1
TSK_EWRP_WASH,Low-Pressure Wash,ACTIVITY_UNMATCHED,,prep,ext_eng_siding,1
TSK_FCRP_CAULK_REPAIR,Caulk Replacement at Siding-to-Trim Joints,ACTIVITY_UNMATCHED,,prep,ext_fc_siding,1
TSK_FCRP_COATING_ID,Existing Coating Identification,ACTIVITY_UNMATCHED,,prep,ext_fc_siding,1
TSK_FCRP_CONDITION_ASSESS,Condition Assessment — DSD Rating & Adhesion,ACTIVITY_UNMATCHED,,prep,ext_fc_siding,1
TSK_FCRP_CUSTOMER_WALKTHROUGH,Customer Walkthrough,ACTIVITY_UNMATCHED,,cleanup,ext_fc_siding,1
TSK_FCRP_DEGLOSS_SCUFF,Degloss/Scuff Existing Paint,ACTIVITY_UNMATCHED,,prep,ext_fc_siding,1
TSK_FCRP_DUST_CLEANUP,Prep Dust Cleanup,ACTIVITY_UNMATCHED,,prep,ext_fc_siding,1
TSK_FCRP_EQUIPMENT_SETUP_BRUSH,Brush/Roll Equipment Setup,ACTIVITY_UNMATCHED,,setup,ext_fc_siding,1
TSK_FCRP_EQUIPMENT_SETUP_SPRAY,Spray Equipment Setup,ACTIVITY_UNMATCHED,,setup,ext_fc_siding,1
TSK_FCRP_FINAL_TOUCHUP,Final Touch-Up,ACTIVITY_UNMATCHED,,cleanup,ext_fc_siding,1
TSK_FCRP_FINISH_BRUSH_ROLL,Finish Coat 1 — Brush/Roll,ACTIVITY_UNMATCHED,,finish,ext_fc_siding,1
TSK_FCRP_FINISH_BRUSH_ROLL_COAT2,Finish Coat 2 — Brush/Roll,ACTIVITY_UNMATCHED,,finish,ext_fc_siding,1
TSK_FCRP_FINISH_SPRAY,Finish Coat 1 — Spray,ACTIVITY_UNMATCHED,,finish,ext_fc_siding,1
TSK_FCRP_FINISH_SPRAY_COAT2,Finish Coat 2 — Spray,ACTIVITY_UNMATCHED,,finish,ext_fc_siding,1
TSK_FCRP_FIXTURE_MASK,Fixture and Utility Masking,ACTIVITY_UNMATCHED,,setup,ext_fc_siding,1
TSK_FCRP_HARDSCAPE_PROTECT,Hardscape Protection,ACTIVITY_UNMATCHED,,setup,ext_fc_siding,1
TSK_FCRP_INSPECT,Interstage Inspection,ACTIVITY_UNMATCHED,,interstage,ext_fc_siding,1
TSK_FCRP_LANDSCAPE_PROTECT,Landscape Protection,ACTIVITY_UNMATCHED,,setup,ext_fc_siding,1
TSK_FCRP_LEAD_EVALUATE,Lead Paint Evaluation (Pre-1978),ACTIVITY_UNMATCHED,,prep,ext_fc_siding,1
TSK_FCRP_PROTECT_TEARDOWN,Protection Material Removal,ACTIVITY_UNMATCHED,,cleanup,ext_fc_siding,1
TSK_FCRP_RRP_CONTAINMENT_SETUP,RRP Containment Setup,NO_SUBSTRATE,,prep,,1
TSK_FCRP_RRP_CONTAINMENT_SETUP,RRP Containment Setup,ACTIVITY_UNMATCHED,,prep,,1
TSK_FCRP_RRP_CONTAINMENT_TEARDOWN,RRP Containment Teardown,NO_SUBSTRATE,,prep,,1
TSK_FCRP_RRP_CONTAINMENT_TEARDOWN,RRP Containment Teardown,ACTIVITY_UNMATCHED,,prep,,1
TSK_FCRP_RRP_HEPA_VACUUM,HEPA Vacuum,NO_SUBSTRATE,Vacuum Dust,prep,,1
TSK_FCRP_RRP_LEAD_SCREEN,Lead Screening Test,NO_SUBSTRATE,,prep,,1
TSK_FCRP_RRP_LEAD_SCREEN,Lead Screening Test,ACTIVITY_UNMATCHED,,prep,,1
TSK_FCRP_RRP_WET_SCRAPE,RRP Wet Scraping,NO_SUBSTRATE,,prep,,1
TSK_FCRP_RRP_WET_SCRAPE,RRP Wet Scraping,ACTIVITY_UNMATCHED,,prep,,1
TSK_FCRP_SCRAPE_FEATHER,Scrape and Feather Failing Paint,ACTIVITY_UNMATCHED,,prep,ext_fc_siding,1
TSK_FCRP_SITE_CLEANUP,Site Debris Cleanup,ACTIVITY_UNMATCHED,,cleanup,ext_fc_siding,1
TSK_FCRP_TOUCHUP,Interstage Touch-Up,ACTIVITY_UNMATCHED,,interstage,ext_fc_siding,1
TSK_FCRP_WASH,Low-Pressure Wash,ACTIVITY_UNMATCHED,,prep,ext_fc_siding,1
TSK_FCSD_DUST_CLEANUP,Prep Dust Cleanup,ACTIVITY_UNMATCHED,,prep,ext_fc_siding,1
TSK_FCSD_EQUIPMENT_SETUP_BRUSH,Brush/Roll Equipment Setup,ACTIVITY_UNMATCHED,,setup,ext_fc_siding,1
TSK_FCSD_EQUIPMENT_SETUP_SPRAY,Spray Equipment Setup,ACTIVITY_UNMATCHED,,setup,ext_fc_siding,1
TSK_FCSD_FINAL_TOUCHUP,Final Touch-Up,ACTIVITY_UNMATCHED,,cleanup,ext_fc_siding,1
TSK_FCSD_FINISH_BRUSH_ROLL,Finish Coat 1 — Brush/Roll,ACTIVITY_UNMATCHED,,finish,ext_fc_siding,1
TSK_FCSD_FINISH_BRUSH_ROLL_COAT2,Finish Coat 2 — Brush/Roll,ACTIVITY_UNMATCHED,,finish,ext_fc_siding,1
TSK_FCSD_FINISH_SPRAY,Finish Coat 1 — Spray,ACTIVITY_UNMATCHED,,finish,ext_fc_siding,1
TSK_FCSD_FINISH_SPRAY_COAT2,Finish Coat 2 — Spray,ACTIVITY_UNMATCHED,,finish,ext_fc_siding,1
TSK_FCSD_FIXTURE_MASK,Fixture and Utility Masking,ACTIVITY_UNMATCHED,,setup,ext_fc_siding,1
TSK_FCSD_HARDSCAPE_PROTECT,Hardscape Protection Setup,ACTIVITY_UNMATCHED,,setup,ext_fc_siding,1
TSK_FCSD_INSPECT,Interstage Inspection,ACTIVITY_UNMATCHED,,interstage,ext_fc_siding,1
TSK_FCSD_LANDSCAPE_PROTECT,Landscape Protection Setup,ACTIVITY_UNMATCHED,,setup,ext_fc_siding,1
TSK_FCSD_PROTECT_TEARDOWN,Protection Material Removal,ACTIVITY_UNMATCHED,,cleanup,ext_fc_siding,1
TSK_FCSD_SCUFF_SAND,Scuff Sand for Adhesion,ACTIVITY_UNMATCHED,,prep,ext_fc_siding,1
TSK_FCSD_SITE_CLEANUP,Site Debris Cleanup,ACTIVITY_UNMATCHED,,cleanup,ext_fc_siding,1
TSK_FCSD_TOUCHUP,Interstage Touch-Up,ACTIVITY_UNMATCHED,,interstage,ext_fc_siding,1
TSK_FCSD_WASH,Low-Pressure Wash,ACTIVITY_UNMATCHED,,prep,ext_fc_siding,1
TSK_FERP_ADHESION_TEST,Adhesion Test,NO_QT,,prep,ext_fence,1
TSK_FERP_ADHESION_TEST,Adhesion Test,ACTIVITY_UNMATCHED,,prep,ext_fence,1
TSK_FERP_COATING_ID,Existing Coating Identification,NO_QT,,prep,ext_fence,1
TSK_FERP_COATING_ID,Existing Coating Identification,ACTIVITY_UNMATCHED,,prep,ext_fence,1
TSK_FERP_MILDEW_ASSESS,Mildew Assessment,NO_QT,,prep,ext_fence,1
TSK_FERP_MILDEW_ASSESS,Mildew Assessment,ACTIVITY_UNMATCHED,,prep,ext_fence,1
TSK_FERP_MILDEW_TREAT,Mildew Treatment,NO_QT,,prep,ext_fence,1
TSK_FERP_MILDEW_TREAT,Mildew Treatment,ACTIVITY_UNMATCHED,,prep,ext_fence,1
TSK_FERP_MOISTURE_TEST,Moisture Testing,NO_QT,,prep,ext_fence,1
TSK_FERP_MOISTURE_TEST,Moisture Testing,ACTIVITY_UNMATCHED,,prep,ext_fence,1
TSK_FERP_POWER_WASH,Power Wash Fence,NO_QT,,prep,ext_fence,1
TSK_FERP_POWER_WASH,Power Wash Fence,ACTIVITY_UNMATCHED,,prep,ext_fence,1
TSK_FERP_ROT_PROBE,Rot Probe Assessment,NO_QT,,prep,ext_fence,1
TSK_FERP_ROT_PROBE,Rot Probe Assessment,ACTIVITY_UNMATCHED,,prep,ext_fence,1
TSK_FERP_SAND,Sand/Scuff Existing Finish,NO_QT,,prep,ext_fence,1
TSK_FERP_SAND,Sand/Scuff Existing Finish,ACTIVITY_UNMATCHED,,prep,ext_fence,1
TSK_FERP_STRIP,Chemical Strip (Failing Finish),NO_QT,,prep,ext_fence,1
TSK_FERP_STRIP,Chemical Strip (Failing Finish),ACTIVITY_UNMATCHED,,prep,ext_fence,1
TSK_FILL_FASTENERS_LF,Fill Fasteners (LF),MULTI_SUBSTRATE,Fill Fasteners,prep,baseboard;chair_rail;crown;door_casing;door_frame;panel_mold;picture_rail;shadow_box;shoe_mold;window_apron;window_casing;window_jamb;window_stool,13
TSK_FINAL_INSPECT_COATING_SF,Final Inspect Coating (SF),MULTI_SUBSTRATE,Inspect Coat,cleanup,int_wainscot;int_wood_ceiling;int_wood_wall;wainscot;wood_ceiling;wood_wall,6
TSK_FINAL_INSPECT_COATING_SF,Final Inspect Coating (SF),PI_INT_PREFIX_DUPE,Inspect Coat,cleanup,int_wainscot;int_wood_ceiling;int_wood_wall;wainscot;wood_ceiling;wood_wall,6
TSK_FINAL_INSPECT_LF,Final Inspect (LF),MULTI_SUBSTRATE,Final Inspect,cleanup,baseboard;chair_rail;crown;door_casing;door_frame;int_baseboard;int_chair_rail;int_crown;int_door_casing;int_door_frame;int_panel_mold;int_picture_rail;int_shadow_box;int_shoe_mold;int_window_apron;int_window_casing;int_window_jamb;int_window_stool;panel_mold;picture_rail;shadow_box;shoe_mold;window_apron;window_casing;window_jamb;window_stool,26
TSK_FINAL_INSPECT_LF,Final Inspect (LF),PI_INT_PREFIX_DUPE,Final Inspect,cleanup,baseboard;chair_rail;crown;door_casing;door_frame;int_baseboard;int_chair_rail;int_crown;int_door_casing;int_door_frame;int_panel_mold;int_picture_rail;int_shadow_box;int_shoe_mold;int_window_apron;int_window_casing;int_window_jamb;int_window_stool;panel_mold;picture_rail;shadow_box;shoe_mold;window_apron;window_casing;window_jamb;window_stool,26
TSK_FINAL_TOUCHUP_LF,Final Touchup (LF),ACTIVITY_UNMATCHED,,cleanup,baseboard;chair_rail;crown;door_casing;door_frame;int_baseboard;int_chair_rail;int_crown;int_door_casing;int_door_frame;int_panel_mold;int_picture_rail;int_shadow_box;int_shoe_mold;int_window_apron;int_window_casing;int_window_jamb;int_window_stool;panel_mold;picture_rail;shadow_box;shoe_mold;window_apron;window_casing;window_jamb;window_stool,26
