task_id,name,activity,module_count,scenario_count,phases,substrates,qts,buckets,methods,coatings,flags
TSK_DECK_FURNITURE_RETURN,Furniture Return,,1,3,cleanup,ext_deck_floor,QT3;QT4,nc_exterior;rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_FURNITURE_STAGE,Furniture Staging/Clearing,,1,3,setup,ext_deck_floor,QT3;QT4,nc_exterior;rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_HARDSCAPE_PROTECT,Hardscape Protection,,1,3,setup,ext_deck_floor,QT3;QT4,nc_exterior;rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_LANDSCAPE_PROTECT,Landscape Protection,,1,3,setup,ext_deck_floor,QT3;QT4,nc_exterior;rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_MILDEW_TREAT,Mildew Treatment,,1,1,prep,ext_deck_floor,QT3;QT4,nc_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_MILL_GLAZE_SAND,Mill Glaze Sand (New Wood),,1,1,prep,ext_deck_floor,QT3;QT4,nc_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_MOISTURE_TEST,Moisture Content Testing,,1,1,prep,ext_deck_floor,QT3;QT4,nc_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_PROTECT_TEARDOWN,Protection Teardown,,1,3,cleanup,ext_deck_floor,QT3;QT4,nc_exterior;rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_RAILING_SAND,Railing Sand,,1,1,prep,ext_deck_floor,QT3;QT4,nc_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_SEASONING_VERIFY,Seasoning Verification,,1,1,prep,ext_deck_floor,QT3;QT4,nc_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_SIDING_PROTECT,Adjacent Siding Protection,,1,3,setup,ext_deck_floor,QT3;QT4,nc_exterior;rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_SPINDLE_SAND,Spindle Sand,,1,1,prep,ext_deck_floor,QT3;QT4,nc_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_STAIN_FLOOR,Stain Deck Floor,,1,3,apply,ext_deck_floor,QT3;QT4,nc_exterior;rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_STAIN_FLOOR_COAT2,Stain Deck Floor (Coat 2),,1,3,apply,ext_deck_floor,QT3;QT4,nc_exterior;rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_STAIN_RAILING,Stain Railing,,1,3,apply,ext_deck_floor,QT3;QT4,nc_exterior;rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_STAIN_RAILING_COAT2,Stain Railing (Coat 2),,1,3,apply,ext_deck_floor,QT3;QT4,nc_exterior;rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_STAIN_SPINDLE,Stain Spindles,,1,3,apply,ext_deck_floor,QT3;QT4,nc_exterior;rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_STAIN_SPINDLE_COAT2,Stain Spindles (Coat 2),,1,3,apply,ext_deck_floor,QT3;QT4,nc_exterior;rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_STAIN_STAIR,Stain Stairs,,1,3,apply,ext_deck_floor,QT3;QT4,nc_exterior;rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_STAIN_STAIR_COAT2,Stain Stairs (Coat 2),,1,3,apply,ext_deck_floor,QT3;QT4,nc_exterior;rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DECK_TOUCHUP,Touch-Up,,1,3,cleanup,ext_deck_floor,QT3;QT4,nc_exterior;rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DKRP_ADHESION_TEST,Adhesion Test,,1,2,prep,ext_deck_floor,QT3;QT4,rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DKRP_ASSESS_CONDITION,Condition Assessment,,1,2,prep,ext_deck_floor,QT3;QT4,rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DKRP_COATING_ID,Existing Coating Identification,,1,2,prep,ext_deck_floor,QT3;QT4,rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DKRP_FLOOR_SAND_HEAVY,Floor Heavy Sand (Failing),,1,2,prep,ext_deck_floor,QT3;QT4,rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DKRP_FLOOR_SAND_LIGHT,Floor Light Sand (Sound),,1,2,prep,ext_deck_floor,QT3;QT4,rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DKRP_FLOOR_WASH,Deck Floor Wash,,1,2,prep,ext_deck_floor,QT3;QT4,rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DKRP_MILDEW_TREAT,Mildew Treatment,,1,2,prep,ext_deck_floor,QT3;QT4,rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DKRP_MOISTURE_TEST,Moisture Content Testing,,1,2,prep,ext_deck_floor,QT3;QT4,rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DKRP_RAILING_SAND,Railing Sand,,1,2,prep,ext_deck_floor,QT3;QT4,rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DKRP_ROT_PROBE,Rot Probe Assessment,,1,2,prep,ext_deck_floor,QT3;QT4,rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DKRP_SPINDLE_SAND,Spindle Sand,,1,2,prep,ext_deck_floor,QT3;QT4,rp_exterior,,stain,ACTIVITY_UNMATCHED
TSK_DOOR_BRUSH,Door Brush,,0,0,,,,,,,ORPHAN|ACTIVITY_UNMATCHED
TSK_DOOR_CLEAN_DUST,Clean Door Dust,,1,9,prep,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DOOR_CLEAN_INTERSTAGE,Clean Door Interstage Dust,Clean Dust (Interstage),1,9,interstage,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,
TSK_DOOR_CLEAR_BRUSH,Clear Brush,,1,0,finish,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DOOR_CLEAR_SPRAY,Clear Spray,,1,0,finish,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DOOR_CONDITIONER,Wood Conditioner,,1,0,prep,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DOOR_DUST_WIPE,Door Dust Wipe,Dust Wipe,0,0,,,,,,,ORPHAN
TSK_DOOR_FILL,Fill Defects,,1,0,prep,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DOOR_FILL_FASTENERS,Fill Door Fastener Marks,Fill Fasteners,1,9,prep,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,
TSK_DOOR_FINAL_INSPECT,Final Inspect Door,Final Inspect,1,9,cleanup,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,
TSK_DOOR_FINISH_BRUSH,Brush Door Finish,,1,9,finish,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DOOR_FINISH_SPRAY,Spray Door Finish,,1,9,finish,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DOOR_FLOOR_PROTECT,Door Floor Protection,Floor Mask Cycle,1,9,setup,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,
TSK_DOOR_FLOOR_PROTECT_TEARDOWN,Tear Down Door Floor Protection,Floor Mask Cycle,1,9,cleanup,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,
TSK_DOOR_FRAME_FIXTURE_COVER,Cover Fixtures Near Door Frame,,1,6,setup,door_frame,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DOOR_FRAME_PAINT_FLOOR_PROTECT,Install Door Frame Floor Protection,Floor Mask Cycle,1,6,setup,door_frame,QT3;QT4;QT5,nc_interior,brush;spray,paint,
TSK_DOOR_FRAME_WALL_MASK,Mask Wall Adjacent to Door Frame,,1,6,setup,door_frame,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DOOR_GLASS_MASK,Mask Glass Pane,,1,0,setup,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DOOR_GLASS_UNMASK,Unmask Glass Pane,,1,0,setup,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DOOR_HARDWARE_MASK,Mask Door Hardware (Brush),,1,9,setup,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DOOR_HARDWARE_REINSTALL,Reinstall Door Hardware (Spray),,1,9,cleanup,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DOOR_HARDWARE_REMOVE,Remove Door Hardware (Spray),,1,9,setup,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DOOR_HARDWARE_UNMASK,Unmask Door Hardware (Brush),,1,9,cleanup,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DOOR_INSPECT,Inspect Door Side,,1,9,prep,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DOOR_INSPECT_COAT,Inspect Door First Coat,Inspect Coat,1,9,interstage,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,
TSK_DOOR_LIGHT_SAND,Light Sand Door Between Coats,Light Sand,1,9,interstage,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,
TSK_DOOR_PATCH_REPAIR,Patch Door Defects,,1,9,interstage,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DOOR_PRIME_BRUSH,Brush Door Primer,Brush Prime,1,9,prime,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,
TSK_DOOR_PRIME_SPRAY,Spray Door Primer,Spray Prime,1,9,prime,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,
TSK_DOOR_SAND,Door Sand,,2,0,finish;prep,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED|MULTI_PHASE
TSK_DOOR_SAND_FILL,Sand Door Fill,,1,9,prep,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DOOR_SAND_PREP,Sand Door for Adhesion,Sand Prep,1,9,prep,door_slab,QT3;QT4;QT5,nc_interior,brush;spray,paint,
TSK_DOOR_SEALER_BRUSH,Sealer Brush,,1,0,finish,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DOOR_SEALER_SPRAY,Sealer Spray,,1,0,finish,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DOOR_SPRAY,Door Spray,,0,0,,,,,,,ORPHAN|ACTIVITY_UNMATCHED
TSK_DOOR_STAIN_BRUSH,Stain Brush+Wipe,,1,0,apply,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DOOR_STAIN_ROLL,Stain Roll+Wipe,,1,0,apply,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DOOR_STAIN_SPRAY,Stain Spray+Wipe,,1,0,apply,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DOOR_TACK,Tack Clean,,1,0,prep,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DOOR_TOUCHUP,Touch-Up,,1,0,cleanup,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DRRP_ADHESION,Adhesion Test,,1,2,prep,int_door,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_DRRP_ASSESS,Condition Assessment,,1,2,prep,int_door,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_DRRP_ASSESS_ADHESION,Adhesion Test (ASTM D3359),,2,8,setup,door;ext_door,QT3;QT4;QT5,rp_exterior;rp_interior,brush;spray,paint,ACTIVITY_UNMATCHED|PI_INT_PREFIX_DUPE
TSK_DRRP_ASSESS_COATING_ID,Coating Identification — Latex vs Oil,,2,8,setup,door;ext_door,QT3;QT4;QT5,rp_exterior;rp_interior,brush;spray,paint,ACTIVITY_UNMATCHED|PI_INT_PREFIX_DUPE
TSK_DRRP_ASSESS_CONDITION,Visual Condition Scan,,2,8,setup,door;ext_door,QT3;QT4;QT5,rp_exterior;rp_interior,brush;spray,paint,ACTIVITY_UNMATCHED|PI_INT_PREFIX_DUPE
TSK_DRRP_ASSESS_LEAD,Lead Paint Testing (Pre-1978),,1,6,setup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_ASSESS_MOISTURE,Moisture Content Test (Wood),,1,6,setup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_ASSESS_RUST,Rust Evaluation (Steel),,1,6,setup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_BODY_FILL,Body Filler - Dent & Imperfection Repair,,1,6,prep,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_CAULK_FRAME,Caulk Door-to-Frame Junction,,1,6,prep,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_CLEAN_FIBERGLASS,Clean Fiberglass Door - Mild Soap,,1,6,prep,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_CLEAN_STEEL,Clean Steel Door - Solvent + TSP,,1,6,prep,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_CLEAN_WOOD,Clean Wood Door - TSP Wash,,1,6,prep,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_COATING_ID,Coating ID,,1,2,prep,int_door,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_DRRP_DUST,Dust Cleanup,,1,2,prep,int_door,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_DRRP_DUST_CLEANUP,Prep Dust Cleanup,,1,2,prep,door,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_DRRP_DUST_REMOVE,Sanding Dust Removal,,1,6,prep,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_EQUIPMENT_SETUP_BRUSH,Brush Equipment Setup,,1,6,setup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_EQUIPMENT_SETUP_SPRAY,Spray Equipment Setup,,1,6,setup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_EQUIP_CLEAN,Clean Equipment,,1,2,cleanup,int_door,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_DRRP_FILL,Fill/Spackle,,1,2,prep,int_door,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_DRRP_FILL_PATCH,Fill/Patch Damaged Areas,,1,2,prep,door,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_DRRP_FINAL_INSPECT,Final Inspection,Final Inspect,3,10,cleanup,door;ext_door;int_door,QT3;QT4;QT5,rp_exterior;rp_interior,brush;spray,paint,PI_INT_PREFIX_DUPE
TSK_DRRP_FINAL_TOUCHUP,Final Touch-Up,,2,4,cleanup,door;int_door,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED|PI_INT_PREFIX_DUPE
TSK_DRRP_FINAL_WALKTHROUGH,Customer Walkthrough,,1,6,cleanup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_FINISH_BRUSH,Finish 1 - Brush,,2,8,apply;finish,ext_door;int_door,QT3;QT4;QT5,rp_exterior;rp_interior,brush;spray,paint,ACTIVITY_UNMATCHED|MULTI_PHASE|PI_INT_PREFIX_DUPE
TSK_DRRP_FINISH_BRUSH_C1,Brush Finish Coat 1,,1,2,apply,door,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_DRRP_FINISH_BRUSH_C2,Finish 2 - Brush,,2,4,apply;finish,door;int_door,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED|MULTI_PHASE|PI_INT_PREFIX_DUPE
TSK_DRRP_FINISH_SPRAY,Finish 1 - Spray,,2,8,apply;finish,ext_door;int_door,QT3;QT4;QT5,rp_exterior;rp_interior,brush;spray,paint,ACTIVITY_UNMATCHED|MULTI_PHASE|PI_INT_PREFIX_DUPE
TSK_DRRP_FINISH_SPRAY_C1,Spray Finish Coat 1,,1,2,apply,door,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_DRRP_FINISH_SPRAY_C2,Finish 2 - Spray,,2,4,apply;finish,door;int_door,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED|MULTI_PHASE|PI_INT_PREFIX_DUPE
TSK_DRRP_FULL_PRIME_BRUSH,Full Prime - Brush,Brush Prime,1,2,prime,door,QT3;QT4;QT5,rp_interior,brush,paint,
TSK_DRRP_FULL_PRIME_SPRAY,Full Prime - Spray,Spray Prime,1,2,prime,door,QT3;QT4;QT5,rp_interior,brush,paint,
TSK_DRRP_GLASS_MASK,Glass Lite Masking,,1,6,setup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_HARDWARE_REINSTALL,Reinstall Door Hardware,,1,6,cleanup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_HARDWARE_REMOVE,Remove All Door Hardware,,1,6,setup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_INSPECT,Interstage Inspection,,1,2,interstage,int_door,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_DRRP_INTERCOAT_SAND_FRAME,Intercoat Sand - Frame,,1,2,interstage,door,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_DRRP_INTERCOAT_SAND_SLAB,Intercoat Sand - Slab/Panel,,1,2,interstage,door,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_DRRP_INTERSTAGE_INSPECT,Interstage Inspection,,2,8,interstage,door;ext_door,QT3;QT4;QT5,rp_exterior;rp_interior,brush;spray,paint,ACTIVITY_UNMATCHED|PI_INT_PREFIX_DUPE
TSK_DRRP_INTERSTAGE_SAND,Interstage Light Sand,,1,6,interstage,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_INTERSTAGE_SPOT_REPAIR,Interstage Spot Repair,,1,6,interstage,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_INTERSTAGE_TOUCHUP,Interstage Touch-Up,,1,2,interstage,door,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_DRRP_INTER_SAND,Intercoat Sand 220 (QT4),,1,2,interstage,int_door,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_DRRP_INTER_TOUCHUP,Interstage Touch-Up,,1,2,interstage,int_door,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_DRRP_MOBILIZE,Crew Mobilization,,1,6,setup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_PRIME_ACRYLIC_BRUSH,Acrylic Primer - Wood/Fiberglass - Brush,,1,6,prime,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_PRIME_ACRYLIC_SPRAY,Acrylic Primer - Wood/Fiberglass - Spray,,1,6,prime,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_PRIME_BRUSH,Prime - Brush,Brush Prime,1,1,prime,int_door,QT3;QT4,rp_interior,,,
TSK_DRRP_PRIME_DTM_BRUSH,DTM Primer - Steel - Brush,,1,6,prime,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_PRIME_DTM_SPRAY,DTM Primer - Steel - Spray,,1,6,prime,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_PRIME_SPRAY,Prime - Spray,Spray Prime,1,1,prime,int_door,QT3;QT4,rp_interior,,,
TSK_DRRP_PROTECT_GROUND,Ground/Walkway Protection,,1,6,setup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_PROTECT_TEARDOWN,Protection Material Removal,,2,8,cleanup,door;ext_door,QT3;QT4;QT5,rp_exterior;rp_interior,brush;spray,paint,ACTIVITY_UNMATCHED|PI_INT_PREFIX_DUPE
TSK_DRRP_RRP_CONTAINMENT_SETUP,RRP Containment Setup,,1,0,prep,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DRRP_RRP_TEARDOWN,RRP Containment Teardown,,1,0,prep,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DRRP_RRP_WET_METHOD,Wet Method Preparation,,1,0,prep,,,,,,NO_SUBSTRATE|ACTIVITY_UNMATCHED
TSK_DRRP_RUST_DEBRIDE,Rust Debridement - SSPC SP3,,1,6,prep,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_SAND,Sand/Scuff,,1,2,prep,int_door,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_DRRP_SAND_ADHESION,Adhesion Scuff Sand,,1,6,prep,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_SAND_SCUFF,Sand/Scuff Sound Paint for Adhesion,,1,2,prep,door,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_DRRP_SCRAPE,Scrape Failing Paint,,1,2,prep,int_door,QT3;QT4,rp_interior,,,ACTIVITY_UNMATCHED
TSK_DRRP_SCRAPE_FAILING,Scrape Loose & Failing Paint,,1,2,prep,door,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_DRRP_SCRAPE_FEATHER,Scrape Failing Paint & Feather-Sand,,1,6,prep,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_SITE_CLEANUP,Site Cleanup,,1,2,cleanup,door,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_DRRP_SPOT_PRIME,Spot Prime Scraped/Repaired Areas,Spot Prime,1,2,prime,door,QT3;QT4;QT5,rp_interior,brush,paint,
TSK_DRRP_THRESHOLD_PROTECT,Threshold Protection,,1,6,setup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_TOUCHUP,Touch-Up Defects,,1,6,cleanup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_WASH_CLEAN,Wash/Clean Surface,,1,2,prep,door,QT3;QT4;QT5,rp_interior,brush,paint,ACTIVITY_UNMATCHED
TSK_DRRP_WASTE_DISPOSAL,Waste Disposal & Site Cleanup,,1,6,cleanup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_WEATHERSTRIP_PROTECT,Weatherstrip Protection,,1,6,setup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DRRP_WEATHERSTRIP_REINSTALL,Weatherstrip Reinstall,,1,6,cleanup,ext_door,QT3;QT4;QT5,rp_exterior,brush;spray,paint,ACTIVITY_UNMATCHED
TSK_DSST_CLEAR_BRUSH,Clear Brush,,1,1,finish,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_DSST_CLEAR_SPRAY,Clear Spray,,1,1,finish,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_DSST_CONDITIONER,Wood Conditioner,,1,1,prep,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_DSST_EQUIP_CLEAN,Clean Equipment,,1,1,cleanup,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_DSST_FILL,Fill Defects,,1,1,prep,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_DSST_FINAL_INSPECT,Final Inspection,Final Inspect,1,1,cleanup,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,
TSK_DSST_GRAIN_RAISE,Grain Raise,,1,1,prep,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_DSST_SAND_120,Sand 120 Grit,,1,1,prep,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_DSST_SAND_150,Sand 150 Grit,,1,1,prep,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_DSST_SAND_CLEAR,Sand Between Clear (320-400),,1,1,finish,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,"ACTIVITY_UNMATCHED|PHASE_DOCTRINE_HINT(name->prep|interstage, derived->finish)"
TSK_DSST_SAND_SEALER,Sand Between Sealer (220-320),,1,1,finish,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,"ACTIVITY_UNMATCHED|PHASE_DOCTRINE_HINT(name->prep|interstage, derived->finish)"
TSK_DSST_SEALER_BRUSH,Sealer Brush,,1,1,finish,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_DSST_SEALER_SPRAY,Sealer Spray,,1,1,finish,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_DSST_STAIN_BRUSH,Stain Brush+Wipe,,1,1,apply,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_DSST_STAIN_ROLL,Stain Roll+Wipe,,1,1,apply,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_DSST_STAIN_SPRAY,Stain Spray+Wipe,,1,1,apply,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_DSST_TACK,Tack Clean,,1,1,prep,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_DSST_TOUCHUP,Touch-Up,,1,1,cleanup,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
TSK_DSST_WIPE_COND,Wipe Conditioner,,1,1,prep,int_door_slab,QT3;QT4;QT5,nc_interior,,stain,ACTIVITY_UNMATCHED
